hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index
kawasaki,1,9,0.003450,0.835670,bellman,75.000000,11
kolkata,0,2,0.001120,0.952840,bellman,0.000000,0
kolkata,0,3,0.001120,0.952840,bellman,0.000000,23
kolkata,0,4,0.001120,0.992830,bellman,0.000000,2
kolkata,0,5,0.001120,0.993610,bellman,0.000000,24
kolkata,0,6,0.001120,0.998130,bellman,2.000000,8
kolkata,0,7,0.001120,0.999010,bellman,8.000000,25
kolkata,0,8,0.001120,0.999600,bellman,25.000000,12
kolkata,0,9,0.001120,0.999830,bellman,75.000000,26
kolkata,1,2,0.001500,0.995030,bellman,0.000000,0
kolkata,1,3,0.001500,0.995030,bellman,0.000000,1
kolkata,1,4,0.001500,0.999860,bellman,0.000000,2
kolkata,1,5,0.001500,0.999930,bellman,0.000000,3
kolkata,1,6,0.001500,0.999990,bellman,2.000000,4
kolkata,1,7,0.001500,1.000000,bellman,8.000000,5
kolkata,1,8,0.001500,1.000000,bellman,25.000000,6
kolkata,1,9,0.001500,1.000000,bellman,75.000000,7
kyiv,0,2,0.003530,0.998170,bellman,0.000000,0
kyiv,0,3,0.003530,0.998170,bellman,0.000000,1
kyiv,0,4,0.003530,0.999870,bellman,0.000000,2
kyiv,0,5,0.003530,0.999990,bellman,0.000000,3
kyiv,0,6,0.003530,1.000000,bellman,2.000000,4
kyiv,0,7,0.003530,1.000000,bellman,8.000000,5
kyiv,0,8,0.003530,1.000000,bellman,24.000000,13
kyiv,0,9,0.003530,1.000000,bellman,75.000000,14
kyiv,1,2,0.004020,0.503170,bellman,0.000000,0
kyiv,1,3,0.004020,0.503170,bellman,0.000000,1
kyiv,1,4,0.004020,0.504760,bellman,0.000000,2
kyiv,1,5,0.004020,0.504760,bellman,0.000000,3
kyiv,1,6,0.004020,0.505950,bellman,2.000000,8
kyiv,1,7,0.004020,0.505950,bellman,8.000000,5
kyiv,1,8,0.004020,0.506940,bellman,24.000000,10
kyiv,1,9,0.004020,0.506940,bellman,74.000000,11
kyoto,0,2,0.001950,0.995630,bellman,0.000000,0
kyoto,0,3,0.001950,0.995630,bellman,0.000000,1
kyoto,0,4,0.001950,0.999880,bellman,0.000000,2
kyoto,0,5,0.001950,0.999940,bellman,0.000000,3
kyoto,0,6,0.001950,0.999990,bellman,2.000000,4
kyoto,0,7,0.001950,1.000000,bellman,8.000000,5
kyoto,0,8,0.001950,1.000000,bellman,24.000000,6
kyoto,0,9,0.001950,1.000000,bellman,73.000000,7
kyoto,1,2,0.003590,0.579450,bellman,0.000000,0
kyoto,1,3,0.003590,0.579450,bellman,0.000000,1
kyoto,1,4,0.003590,0.618160,bellman,0.000000,2
kyoto,1,5,0.003590,0.618190,bellman,0.000000,3
kyoto,1,6,0.003590,0.646470,bellman,2.000000,8
kyoto,1,7,0.003590,0.646510,bellman,8.000000,5
kyoto,1,8,0.003590,0.669460,bellman,24.000000,10
kyoto,1,9,0.003590,0.669510,bellman,73.000000,11
lagos,0,2,0.000890,0.536190,bellman,0.000000,0
lagos,0,3,0.000890,0.536190,bellman,0.000000,1
lagos,0,4,0.000890,0.554190,bellman,0.000000,2
lagos,0,5,0.000890,0.554190,bellman,0.000000,3
lagos,0,6,0.000890,0.567620,bellman,2.000000,8
lagos,0,7,0.000890,0.567630,bellman,8.000000,5
lagos,0,8,0.000890,0.578750,bellman,24.000000,10
lagos,0,9,0.000890,0.578760,bellman,73.000000,11
lagos,1,2,0.000920,0.983160,bellman,0.000000,0
lagos,1,3,0.000920,0.983160,bellman,0.000000,1
lagos,1,4,0.000920,0.999030,bellman,0.000000,2
lagos,1,5,0.000920,0.999160,bellman,0.000000,3
lagos,1,6,0.000920,0.999810,bellman,2.000000,4
lagos,1,7,0.000920,0.999950,bellman,8.000000,5
lagos,1,8,0.000920,0.999980,bellman,24.000000,6
lagos,1,9,0.000920,1.000000,bellman,73.000000,7
lima,0,2,0.000910,0.983310,bellman,0.000000,0
lima,0,3,0.000910,0.983310,bellman,0.000000,1
lima,0,4,0.000910,0.999090,bellman,0.000000,2
lima,0,5,0.000910,0.999180,bellman,0.000000,3
lima,0,6,0.000910,0.999860,bellman,2.000000,8
lima,0,7,0.000910,0.999950,bellman,8.000000,5
lima,0,8,0.000910,0.999990,bellman,24.000000,9
lima,0,9,0.000910,1.000000,bellman,73.000000,7
lima,1,2,0.000940,0.942200,bellman,0.000000,0
lima,1,3,0.000940,0.942200,bellman,0.000000,1
lima,1,4,0.000940,0.990130,bellman,0.000000,2
lima,1,5,0.000940,0.990400,bellman,0.000000,3
lima,1,6,0.000940,0.997920,bellman,2.000000,8
lima,1,7,0.000940,0.998230,bellman,8.000000,5
lima,1,8,0.000940,0.999500,bellman,24.000000,9
lima,1,9,0.000940,0.999650,bellman,73.000000,7
london,0,2,0.000900,0.834740,bellman,0.000000,0
london,0,3,0.000900,0.834740,bellman,0.000000,1
london,0,4,0.000900,0.926980,bellman,0.000000,2
london,0,5,0.000900,0.927170,bellman,0.000000,3
london,0,6,0.000900,0.965110,bellman,2.000000,8
london,0,7,0.000900,0.965360,bellman,8.000000,5
london,0,8,0.000900,0.982610,bellman,24.000000,10
london,0,9,0.000900,0.982900,bellman,73.000000,11
london,1,2,0.000920,0.982920,bellman,0.000000,0
london,1,3,0.000920,0.982920,bellman,0.000000,1
